Rank,Name,Median_score,Cooperation_rating
120,Hard Go By Majority: 5,2.01940740741,0.45041037037037035
121,Cycler CCCD,2.01644444444,0.7249055555555556
122,Defector Hunter,2.01512962963,0.9481144444444445
123,Opposite Grudger,2.01485185185,0.9367044444444445
124,Hard Go By Majority: 20,2.01346296296,0.4275203703703704
125,Hard Go By Majority: 40,2.01324074074,0.4463007407407407
126,SolutionB1,2.01083333333,0.9321203703703703
127,Cycle Hunter,2.00994444444,0.9450281481481482
128,Hard Go By Majority: 10,2.00494444444,0.4008966666666667
129,AntiCycler,2.00414814815,0.8689607407407407
130,Alternator Hunter,2.00337037037,0.9488903703703704
131,Cooperator,2.00227777778,0.9500333333333333
132,Hard Go By Majority,2.00144444444,0.4611125925925926
133,Fool Me Forever,1.96907407407,0.9316251851851852
134,Cooperator Hunter,1.96724074074,0.9395322222222222
135,Cycler CCCCCD,1.95138888889,0.8014570370370371
