PSO Gambler,EvolvedLookerUp,DoubleCrosser,BackStabber,Fool Me Once,Forgetful Fool Me Once,Meta Hunter,Omega TFT,Grudger,Meta Winner Memory One,Meta Winner Finite Memory,Meta Winner,Nice Average Copier,Meta Winner Long Memory,Davis,Shubik,Limited Retaliate (0.05/20),Math Constant Hunter,Eventual Cycle Hunter,Adapative Pavlov 2011,Limited Retaliate (0.08/15),Adapative Pavlov 2006,Once Bitten,Inverse,Inverse Punisher,Retaliate (0.08),Forgiver,Limited Retaliate (0.1/20),ZD-GTFT-2,Retaliate (0.05),Soft Joss: 0.9,Forgetful Grudger,Retaliate (0.1),GTFT: 0.33,Eatherley,ZD-GEN-2,Grofman,Soft Go By Majority: 10,Appeaser,Grumpy,Win-Stay Lose-Shift,Soft Go By Majority: 20,Forgiving Tit For Tat,Soft Go By Majority: 40,Champion,Soft Go By Majority: 5,Meta Majority Long Memory,Hard Tit For 2 Tats,Tit For Tat,Punisher,Meta Majority,Firm But Fair,Meta Majority Finite Memory,Soft Go By Majority,Hard Tit For Tat,Tit For 2 Tats,Meta Majority Memory One,Two Tits For Tat,Nydegger,Random Hunter,Cycle Hunter,Defector Hunter,Average Copier,Alternator Hunter,Cooperator,Fool Me Forever,Hard Prober,Sneaky Tit For Tat,Meta Minority,Prober 2,ALLCorALLD,Cautious QLearner,Hesitant QLearner,Arrogant QLearner,Risky QLearner,Tester,Tullock,Feld,Bully,Prober 3,Prober,$\pi$,Tricky Defector,$e$,Cooperator Hunter,Stochastic WSLS,ThueMorseInverse,Suspicious Tit For Tat,Meta Mixer,Opposite Grudger,$\phi$,ZD-SET-2,Random: 0.5,Anti Tit For Tat,Alternator,Calculator,Joss: 0.9,Hard Go By Majority: 5,AntiCycler,Tricky Cooperator,ThueMorse,Hard Go By Majority,ZD-Extort-4,Cycler CCD,ZD-Extort-2 v2,ZD-Extort-2,Hard Go By Majority: 40,Defector,Cycler CCCD,Aggravater,Hard Go By Majority: 20,Hard Go By Majority: 10,Cycler CCCCCD
3.14723214286,3.14910714286,2.96660714286,2.96986607143,2.96754464286,2.88191964286,2.8828125,2.86839285714,2.82723214286,2.81924107143,2.82575892857,2.78133928571,2.82236607143,2.82866071429,2.78299107143,2.79165178571,2.76549107143,2.75080357143,2.76397321429,2.7646875,2.73495535714,2.75084821429,2.74540178571,2.73535714286,2.77276785714,2.74517857143,2.74888392857,2.72852678571,2.72348214286,2.7425,2.73558035714,2.75598214286,2.73611607143,2.71808035714,2.71584821429,2.70785714286,2.72428571429,2.67955357143,2.71035714286,2.68580357143,2.7059375,2.69901785714,2.69339285714,2.65558035714,2.68696428571,2.6659375,2.67638392857,2.66464285714,2.66758928571,2.67205357143,2.6578125,2.69232142857,2.68754464286,2.65785714286,2.67196428571,2.66361607143,2.62513392857,2.63910714286,2.51535714286,2.50379464286,2.4634375,2.45174107143,2.45075892857,2.39357142857,2.41058035714,2.40553571429,2.3759375,2.3615625,2.25821428571,2.23183035714,2.22803571429,2.20950892857,2.19258928571,2.17754464286,2.17870535714,2.22852678571,2.22026785714,2.18026785714,2.15473214286,2.16678571429,2.13040178571,2.175625,2.16959821429,2.16544642857,2.13196428571,2.14638392857,2.09982142857,2.10633928571,2.1240625,2.09339285714,2.06950892857,2.07058035714,2.11508928571,2.03883928571,2.07767857143,2.06638392857,2.02316964286,2.04861607143,2.06736607143,2.06544642857,2.05098214286,2.03848214286,2.06035714286,2.03839285714,2.01977678571,2.01861607143,1.98147321429,1.96714285714,1.92901785714,1.96875,1.96754464286,1.95379464286,1.8753125
3.14151785714,3.14178571429,2.97325892857,2.950625,2.93357142857,2.87870535714,2.88879464286,2.83852678571,2.80566964286,2.81049107143,2.78544642857,2.81066964286,2.82633928571,2.82535714286,2.80232142857,2.78799107143,2.78763392857,2.72977678571,2.75566964286,2.75950892857,2.77455357143,2.77535714286,2.77964285714,2.72830357143,2.77736607143,2.76875,2.73625,2.75477678571,2.74540178571,2.71767857143,2.72825892857,2.73696428571,2.7528125,2.74004464286,2.74147321429,2.68348214286,2.69919642857,2.67763392857,2.684375,2.70084821429,2.69830357143,2.67089285714,2.71955357143,2.70491071429,2.70455357143,2.66316964286,2.67785714286,2.68995535714,2.69674107143,2.68638392857,2.66991071429,2.67691964286,2.66392857143,2.663125,2.66964285714,2.64616071429,2.63357142857,2.6359375,2.48642857143,2.52098214286,2.44370535714,2.45450892857,2.4921875,2.39986607143,2.4046875,2.40924107143,2.42799107143,2.31866071429,2.26017857143,2.24401785714,2.37388392857,2.23767857143,2.21544642857,2.19428571429,2.224375,2.21267857143,2.20924107143,2.1625,2.23334821429,2.2228125,2.14959821429,2.12714285714,2.186875,2.11392857143,2.17294642857,2.08401785714,2.14053571429,2.13205357143,2.10946428571,2.11397321429,2.12227678571,2.11625,2.03647321429,2.09477678571,2.08066964286,2.10647321429,2.08571428571,2.065625,2.0334375,2.07357142857,2.0571875,2.03888392857,2.02116071429,2.03316964286,2.04151785714,2.06098214286,1.96892857143,1.97017857143,1.9615625,1.95790178571,1.95857142857,1.93370535714,1.87611607143
3.096875,3.10580357143,2.99116071429,2.96375,2.94178571429,2.87950892857,2.89401785714,2.89232142857,2.8215625,2.78883928571,2.8234375,2.79879464286,2.81040178571,2.80924107143,2.81361607143,2.78642857143,2.78330357143,2.73763392857,2.78933035714,2.75816964286,2.73629464286,2.72491071429,2.77392857143,2.76142857143,2.74598214286,2.74236607143,2.74504464286,2.71870535714,2.72308035714,2.75803571429,2.71388392857,2.73308035714,2.74441964286,2.75120535714,2.70129464286,2.72066964286,2.68504464286,2.70433035714,2.70491071429,2.68299107143,2.679375,2.72723214286,2.67910714286,2.6940625,2.64611607143,2.67620535714,2.64714285714,2.66834821429,2.65147321429,2.68205357143,2.6915625,2.62723214286,2.6734375,2.62955357143,2.65098214286,2.64535714286,2.61334821429,2.616875,2.51517857143,2.50941964286,2.48174107143,2.44941964286,2.3315625,2.40696428571,2.41125,2.4090625,2.425625,2.35816964286,2.25625,2.24928571429,2.27866071429,2.198125,2.21361607143,2.21142857143,2.2096875,2.18821428571,2.21209821429,2.1821875,2.17683035714,2.14223214286,2.16941964286,2.18223214286,2.19928571429,2.12660714286,2.17424107143,2.154375,2.13803571429,2.1296875,2.07861607143,2.10741071429,2.07504464286,2.09102678571,2.12486607143,2.03629464286,2.09214285714,2.09495535714,2.0834375,2.07017857143,2.03772321429,2.01482142857,2.03308035714,2.03625,2.05700892857,1.99651785714,2.00540178571,2.02607142857,1.95035714286,1.96571428571,1.97196428571,1.9625,1.94254464286,1.92044642857,1.87477678571
3.1403125,3.14522321429,2.97821428571,2.97553571429,2.93066964286,2.89,2.88433035714,2.85450892857,2.83758928571,2.79973214286,2.80647321429,2.80727678571,2.8215625,2.80147321429,2.80986607143,2.77160714286,2.77330357143,2.7715625,2.75691964286,2.77924107143,2.76116071429,2.75767857143,2.73924107143,2.76486607143,2.72973214286,2.76241071429,2.749375,2.72133928571,2.72553571429,2.72455357143,2.72566964286,2.72196428571,2.73848214286,2.76205357143,2.72839285714,2.71776785714,2.71089285714,2.7153125,2.72285714286,2.70839285714,2.69660714286,2.69102678571,2.67522321429,2.69107142857,2.67602678571,2.67424107143,2.68714285714,2.67191964286,2.6675,2.68415178571,2.68433035714,2.64223214286,2.67227678571,2.62799107143,2.65392857143,2.64651785714,2.63816964286,2.62049107143,2.49383928571,2.47120535714,2.45084821429,2.44754464286,2.51464285714,2.401875,2.4140625,2.40120535714,2.39647321429,2.35290178571,2.20834821429,2.2328125,2.4071875,2.18723214286,2.225,2.21330357143,2.20446428571,2.18870535714,2.23285714286,2.20995535714,2.22035714286,2.19142857143,2.16183035714,2.13183035714,2.194375,2.12602678571,2.11316964286,2.16415178571,2.14098214286,2.13553571429,2.14151785714,2.11245535714,2.12142857143,2.14294642857,2.09366071429,2.05227678571,2.07879464286,2.05116071429,2.06410714286,2.0515625,2.03549107143,2.02816964286,2.02066964286,2.05147321429,2.05169642857,2.00450892857,2.04120535714,2.00299107143,1.95553571429,1.96821428571,1.94058035714,1.97723214286,1.94526785714,1.94035714286,1.8803125
3.13433035714,3.12522321429,2.96660714286,2.95861607143,2.92566964286,2.88642857143,2.88513392857,2.83638392857,2.82848214286,2.80602678571,2.81379464286,2.82839285714,2.80379464286,2.81120535714,2.80147321429,2.79441964286,2.78776785714,2.79464285714,2.76111607143,2.76330357143,2.75508928571,2.73852678571,2.75848214286,2.74598214286,2.75160714286,2.74388392857,2.73991071429,2.74397321429,2.7421875,2.72683035714,2.75535714286,2.73741071429,2.74379464286,2.72473214286,2.74665178571,2.71196428571,2.71870535714,2.7009375,2.70040178571,2.67866071429,2.68616071429,2.68808035714,2.69866071429,2.71080357143,2.700625,2.66147321429,2.67267857143,2.656875,2.66910714286,2.68808035714,2.67107142857,2.68727678571,2.68910714286,2.64116071429,2.65379464286,2.64191964286,2.635,2.63075892857,2.49736607143,2.48285714286,2.49258928571,2.44982142857,2.46433035714,2.43026785714,2.4159375,2.35232142857,2.43071428571,2.37767857143,2.260625,2.23352678571,2.23214285714,2.21392857143,2.22870535714,2.19223214286,2.21022321429,2.21526785714,2.23022321429,2.20017857143,2.22183035714,2.2015625,2.17147321429,2.17241071429,2.16375,2.1715625,2.17267857143,2.14861607143,2.14017857143,2.12227678571,2.08223214286,2.11370535714,2.0659375,2.05892857143,2.15415178571,2.11102678571,2.06200892857,2.07772321429,2.00258928571,2.07084821429,2.0596875,2.07026785714,2.0534375,2.04883928571,2.04191964286,1.99857142857,2.0796875,2.02026785714,1.97334821429,1.93375,1.92973214286,1.96834821429,1.99383928571,1.9634375,1.87236607143
3.12111607143,3.14598214286,2.98473214286,2.9775,2.94892857143,2.8953125,2.87209821429,2.85066964286,2.84098214286,2.81299107143,2.78732142857,2.82133928571,2.82486607143,2.79633928571,2.79696428571,2.77482142857,2.76375,2.72486607143,2.75633928571,2.75102678571,2.75625,2.74504464286,2.74607142857,2.76428571429,2.73303571429,2.76732142857,2.749375,2.739375,2.73825892857,2.74049107143,2.758125,2.75026785714,2.75276785714,2.71441964286,2.72991071429,2.70120535714,2.71875,2.69598214286,2.70776785714,2.70075892857,2.67870535714,2.69736607143,2.68727678571,2.66022321429,2.679375,2.66991071429,2.70571428571,2.684375,2.69875,2.68388392857,2.67790178571,2.68379464286,2.6490625,2.6628125,2.6490625,2.63392857143,2.65415178571,2.6175,2.51879464286,2.46741071429,2.4709375,2.4478125,2.41388392857,2.39008928571,2.42089285714,2.40441964286,2.405,2.35772321429,2.29674107143,2.24620535714,2.26308035714,2.2015625,2.24142857143,2.20348214286,2.1759375,2.19058035714,2.19928571429,2.21477678571,2.19683035714,2.18607142857,2.21616071429,2.1771875,2.1346875,2.16727678571,2.08714285714,2.21116071429,2.14504464286,2.12665178571,2.09696428571,2.11678571429,2.07575892857,2.11526785714,2.07629464286,2.05392857143,2.08638392857,2.08785714286,2.10075892857,2.07071428571,2.05080357143,2.08410714286,2.03424107143,2.02915178571,2.03696428571,2.00049107143,2.0578125,2.06334821429,1.98625,1.94482142857,1.92910714286,1.95669642857,1.943125,1.94116071429,1.87723214286
3.12933035714,3.14102678571,2.98125,2.96553571429,2.95589285714,2.89102678571,2.89977678571,2.86660714286,2.79071428571,2.79276785714,2.82174107143,2.82821428571,2.80995535714,2.80736607143,2.78482142857,2.77513392857,2.76919642857,2.74125,2.75370535714,2.7378125,2.73272321429,2.74294642857,2.74950892857,2.75611607143,2.73066964286,2.72897321429,2.75892857143,2.76397321429,2.7771875,2.75647321429,2.72955357143,2.71272321429,2.73482142857,2.72053571429,2.73294642857,2.74441964286,2.68276785714,2.69651785714,2.73196428571,2.70004464286,2.70767857143,2.7240625,2.72785714286,2.68924107143,2.6734375,2.66446428571,2.70160714286,2.68419642857,2.66723214286,2.67017857143,2.6475,2.68625,2.65258928571,2.65071428571,2.66821428571,2.64419642857,2.63129464286,2.63004464286,2.51736607143,2.48647321429,2.45125,2.45651785714,2.42263392857,2.42236607143,2.4178125,2.39991071429,2.41366071429,2.33544642857,2.25174107143,2.24022321429,2.21415178571,2.22660714286,2.19330357143,2.21589285714,2.19455357143,2.21120535714,2.19732142857,2.18785714286,2.21941964286,2.17910714286,2.14549107143,2.18174107143,2.14504464286,2.15767857143,2.16674107143,2.14620535714,2.1371875,2.13964285714,2.13741071429,2.12241071429,2.11428571429,2.11745535714,2.08035714286,2.09160714286,2.05415178571,2.00526785714,2.07290178571,2.0784375,2.06410714286,2.02883928571,2.05,2.04294642857,2.02040178571,2.01035714286,2.02352678571,1.95875,1.98410714286,1.93821428571,1.93566964286,1.97464285714,1.9659375,1.93330357143,1.90098214286
3.1296875,3.1278125,2.97553571429,2.95919642857,2.9340625,2.88308035714,2.88205357143,2.86794642857,2.82772321429,2.78723214286,2.80772321429,2.8090625,2.80870535714,2.80959821429,2.81535714286,2.75290178571,2.76674107143,2.78348214286,2.73919642857,2.77825892857,2.74611607143,2.75232142857,2.72754464286,2.75571428571,2.72040178571,2.75107142857,2.7359375,2.73785714286,2.7565625,2.72950892857,2.72486607143,2.71013392857,2.72808035714,2.72214285714,2.71455357143,2.679375,2.7009375,2.68825892857,2.69825892857,2.69794642857,2.70165178571,2.69263392857,2.68830357143,2.70125,2.69410714286,2.66651785714,2.69129464286,2.67464285714,2.70160714286,2.68241071429,2.64973214286,2.66424107143,2.67058035714,2.68848214286,2.6315625,2.66794642857,2.60513392857,2.63308035714,2.50973214286,2.49790178571,2.4934375,2.44821428571,2.28598214286,2.40776785714,2.3915625,2.36160714286,2.37200892857,2.34674107143,2.23973214286,2.22598214286,2.334375,2.19875,2.18602678571,2.22098214286,2.21705357143,2.18678571429,2.22223214286,2.22513392857,2.21071428571,2.20540178571,2.19236607143,2.13299107143,2.1959375,2.17022321429,2.07910714286,2.09821428571,2.14526785714,2.13160714286,2.11607142857,2.13013392857,2.08263392857,2.10294642857,2.08125,2.10861607143,2.08848214286,2.1146875,2.05450892857,2.05745535714,2.03763392857,2.02772321429,2.04629464286,2.03508928571,1.99611607143,2.00183035714,2.0059375,2.03366071429,1.97348214286,1.96321428571,1.93361607143,1.93258928571,1.95142857143,1.93553571429,1.90834821429
3.15714285714,3.11125,3.00254464286,2.96816964286,2.941875,2.89241071429,2.8575,2.86477678571,2.8090625,2.830625,2.82,2.83883928571,2.80227678571,2.82464285714,2.79933035714,2.77361607143,2.74361607143,2.798125,2.77540178571,2.75361607143,2.75669642857,2.74566964286,2.73714285714,2.78482142857,2.71633928571,2.76535714286,2.72419642857,2.75388392857,2.73924107143,2.73875,2.74325892857,2.73691964286,2.75352678571,2.73959821429,2.69169642857,2.69017857143,2.71696428571,2.71607142857,2.71799107143,2.67696428571,2.68861607143,2.69785714286,2.69013392857,2.66875,2.68227678571,2.6540625,2.67276785714,2.69308035714,2.66825892857,2.66723214286,2.67066964286,2.68294642857,2.65125,2.66040178571,2.64830357143,2.62910714286,2.6396875,2.61616071429,2.53357142857,2.50049107143,2.46950892857,2.43080357143,2.47924107143,2.42866071429,2.38741071429,2.40691964286,2.35928571429,2.345625,2.2721875,2.24075892857,2.1125,2.16004464286,2.20022321429,2.20330357143,2.22830357143,2.18040178571,2.18120535714,2.20486607143,2.16142857143,2.18602678571,2.17375,2.18745535714,2.14629464286,2.16834821429,2.13053571429,2.13227678571,2.10535714286,2.11660714286,2.13669642857,2.12308035714,2.12169642857,2.13388392857,2.05486607143,2.104375,2.07973214286,2.02450892857,2.03566964286,2.05549107143,2.04991071429,2.0065625,2.0253125,2.02915178571,1.98504464286,1.9925,2.07709821429,2.03285714286,1.98223214286,1.96482142857,1.96558035714,1.9378125,1.97174107143,1.95084821429,1.89995535714
3.16013392857,3.10549107143,2.9934375,2.97607142857,2.94111607143,2.85200892857,2.86776785714,2.84897321429,2.83035714286,2.79116071429,2.80727678571,2.83767857143,2.79316964286,2.81174107143,2.79049107143,2.77276785714,2.77174107143,2.76464285714,2.77035714286,2.72388392857,2.77651785714,2.77732142857,2.76598214286,2.75428571429,2.75339285714,2.76580357143,2.73392857143,2.73517857143,2.77964285714,2.73504464286,2.73883928571,2.73571428571,2.73647321429,2.67897321429,2.71973214286,2.69040178571,2.70464285714,2.68080357143,2.67589285714,2.68183035714,2.66830357143,2.7009375,2.71066964286,2.6890625,2.67473214286,2.66870535714,2.64696428571,2.67066964286,2.67352678571,2.64866071429,2.67294642857,2.66875,2.65245535714,2.641875,2.64982142857,2.65584821429,2.62267857143,2.61607142857,2.51553571429,2.49732142857,2.44830357143,2.43486607143,2.37785714286,2.42839285714,2.39089285714,2.39866071429,2.33674107143,2.37647321429,2.26674107143,2.25040178571,2.24647321429,2.206875,2.1828125,2.19401785714,2.18549107143,2.2,2.20433035714,2.20861607143,2.17549107143,2.19321428571,2.2028125,2.13758928571,2.19388392857,2.1778125,2.1178125,2.16607142857,2.14013392857,2.10455357143,2.13455357143,2.12013392857,2.12236607143,2.10125,2.08464285714,2.09732142857,2.05892857143,2.05080357143,2.05223214286,2.06258928571,2.03205357143,2.03388392857,2.05209821429,2.04004464286,1.99647321429,2.00473214286,2.00160714286,2.01566964286,1.95665178571,1.945,1.933125,1.96254464286,1.97638392857,1.94959821429,1.89736607143
3.1478125,3.14459821429,2.99392857143,2.95035714286,2.945625,2.89089285714,2.86964285714,2.87620535714,2.831875,2.8115625,2.82517857143,2.81660714286,2.81165178571,2.82508928571,2.81785714286,2.77575892857,2.78870535714,2.71700892857,2.7471875,2.74982142857,2.74816964286,2.76120535714,2.75888392857,2.74004464286,2.75040178571,2.72392857143,2.73928571429,2.7190625,2.73241071429,2.73330357143,2.7021875,2.75504464286,2.71901785714,2.6790625,2.73834821429,2.66138392857,2.71290178571,2.70620535714,2.72214285714,2.68272321429,2.67571428571,2.67053571429,2.69209821429,2.65973214286,2.66808035714,2.67879464286,2.7071875,2.6653125,2.68049107143,2.66959821429,2.66839285714,2.66839285714,2.683125,2.66964285714,2.6684375,2.65084821429,2.61821428571,2.63169642857,2.49584821429,2.45669642857,2.46375,2.44915178571,2.53459821429,2.39732142857,2.40883928571,2.4121875,2.38366071429,2.34736607143,2.2634375,2.23160714286,2.21428571429,2.24526785714,2.20450892857,2.19151785714,2.18419642857,2.228125,2.18852678571,2.19290178571,2.21388392857,2.14401785714,2.20339285714,2.12910714286,2.18040178571,2.12794642857,2.14352678571,2.15875,2.13361607143,2.113125,2.10308035714,2.12066964286,2.06727678571,2.079375,2.10339285714,2.10294642857,2.08642857143,2.0734375,2.06611607143,2.06433035714,2.0621875,2.06861607143,2.02517857143,2.02647321429,2.05066964286,2.00236607143,2.02933035714,2.01723214286,1.98169642857,1.96553571429,1.95973214286,1.97214285714,1.97316964286,1.949375,1.89732142857
