Tricky Defector,Meta Minority,$e$,Prober 3,Tricky Cooperator,Sneaky Tit For Tat,Darwin,Prober,Hard Prober,ThueMorseInverse,$\pi$,Tester,Meta Mixer,Nice Average Copier,$\phi$,Grudger,Meta Winner,Meta Winner Memory One,Mind Bender,Meta Winner Long Memory,ThueMorse,ZD-Extort-4,Stochastic WSLS,Geller Defector,Meta Majority Long Memory,Mind Warper,ZD-Extort-2,ZD-SET-2,Omega TFT,Defector,Meta Majority,Limited Retaliate (0.1/20),Two Tits For Tat,Retaliate (0.1),Meta Majority Finite Memory,Once Bitten,ZD-GEN-2,Soft Go By Majority: 5,Adapative Pavlov 2006,Shubik,Forgiver,Hard Tit For Tat,Grofman,ZD-Extort-2 v2,Meta Hunter,Meta Majority Memory One,Soft Joss: 0.9,Inverse Punisher,Random: 0.5,Mind Controller,BackStabber,Meta Winner Finite Memory,Fool Me Forever,Tullock,Forgetful Grudger,Geller Cooperator,Fool Me Once,Tit For 2 Tats,Geller,Retaliate (0.05),Cooperator Hunter,Tit For Tat,Win-Stay Lose-Shift,Feld,Forgiving Tit For Tat,Nydegger,PSO Gambler,Limited Retaliate (0.05/20),Firm But Fair,Hard Tit For 2 Tats,EvolvedLookerUp,Hard Go By Majority: 20,Suspicious Tit For Tat,ZD-GTFT-2,Mind Reader,Joss: 0.9,Math Constant Hunter,Limited Retaliate (0.08/15),Punisher,Cycler CCCD,Risky QLearner,Inverse,GTFT: 0.33,Retaliate (0.08),Prober 2,Davis,Random Hunter,Hard Go By Majority: 10,Grumpy,Soft Go By Majority: 40,Cycler CCCCCD,Hesitant QLearner,Appeaser,Cycle Hunter,Bully,Opposite Grudger,Average Copier,Calculator,Soft Go By Majority: 20,DoubleCrosser,Defector Hunter,Protected Mind Reader,Hard Go By Majority: 5,Champion,Hard Go By Majority: 40,Soft Go By Majority,Anti Tit For Tat,Alternator Hunter,Cautious QLearner,Forgetful Fool Me Once,Soft Go By Majority: 10,Mirror Mind Reader,Adapative Pavlov 2011,Eventual Cycle Hunter,Eatherley,Cycler CCD,Alternator,Cooperator,Arrogant QLearner,ALLCorALLD,AntiCycler,Hard Go By Majority,Aggravater
6.62416824999,8.65313169271,7.10927288949,7.40592719805,7.69717803382,7.58634966079,7.51268797384,8.48211354882,7.89593773933,7.71746912702,9.04331036014,6.41199735715,7.02972079333,7.41268465358,7.39720788793,6.64737204621,8.59492263189,6.36460101041,10.0957641802,7.78043618565,6.27290194497,7.72962170564,7.19723644761,8.20164311719,6.62637807196,9.22790887486,5.46238454196,7.06661912629,6.7169244185,6.78477205783,10.2406909148,10.545005861,9.7960368755,7.09937087842,7.6507029885,7.77860519738,7.29785148776,7.1700046416,9.35888296119,7.01600350975,8.10948631275,9.82565096651,6.25203581321,6.95147127453,6.38159898178,7.20358648015,8.67223370783,5.6191783165,5.74361165133,8.04239371499,8.15333352226,6.13133547631,7.94348223649,6.45109168348,7.17358864088,7.93931743795,6.37928338954,6.68584576021,7.34635512562,7.08786177663,5.6454005575,7.64713961166,6.77109871965,6.56549221449,5.66643653158,6.44962393087,10.8091015405,7.82400494568,8.09441507355,5.13058241457,4.93277885075,7.3980529672,6.8674435397,6.44458067011,6.25275421983,6.8809869498,6.24989801369,7.80335727624,6.88428085993,5.19174212736,8.1702346941,6.92762148967,6.34618865066,7.79457104419,7.51656004233,9.21476261556,7.45081267197,7.51252793347,9.33696165286,6.4912017523,6.59606890557,6.01656295384,7.48890300453,5.98141636635,6.00335002875,5.67263006111,6.98993403351,7.26983085234,6.43979610348,8.78174213139,7.29674766885,4.99689845853,8.5430384366,5.25010263628,7.60370338341,6.63262856701,7.30188707444,7.36515049565,7.13821035258,7.27303597915,5.44458480656,6.64920725421,7.32127501564,6.36492622015,4.98541134021,5.39432868595,6.56705282387,6.36852635049,6.54103723115,7.04524083192,6.75233971507,5.46818025702,6.33163216852
10.062589884,8.52045958785,11.1647438684,9.40259881514,6.31191399395,9.55919391897,6.40388070132,9.32602358385,6.07773435856,9.32293880408,7.35190324145,8.72176865696,6.63966971469,5.09225897111,7.3799002768,6.7875857732,7.68304119284,6.61272389123,9.4859015606,7.10002672488,6.58113139516,9.07601363083,8.54289575954,5.46547507266,7.66044378979,9.34213953452,7.59930272903,6.44498072415,6.06812097957,8.08038454574,6.79886789035,7.78621660934,9.51754264091,6.19619149524,4.8997854793,6.25760885557,8.57317203011,8.15433616982,8.14856491708,8.16271378563,7.79144166716,8.4327234665,8.35649015451,6.5468784624,6.59892472225,8.74301381815,7.57506669654,7.44318349141,8.91299453567,8.16197791406,7.6785401605,5.49534812662,7.00825881839,8.08194949723,5.19242912524,6.8654045887,8.52036723378,6.42330805367,5.637533991,5.95834886164,5.29124996589,5.89377421188,7.79594705441,8.07496026012,6.61846019387,5.20337189852,6.21871083719,6.08540977363,7.78737653748,6.62783186028,7.07481883996,5.63510003519,6.81299671036,6.72181848051,6.75509183343,7.82316948948,6.86822942088,10.1614695538,7.40153896519,6.56377093584,7.20114455905,5.42021855466,6.35759722129,5.78892385823,8.84957635041,5.02356507618,5.56029160925,4.90765812436,7.14297435884,4.60816860263,5.06132900541,5.92826908783,6.57920998194,7.28029279048,7.8464019886,7.55272696064,7.62352200671,8.18088841036,6.21997347959,4.45193677385,9.85168742842,6.47091599695,5.0000083769,5.86533260301,6.28749955687,7.33621664738,6.89491423688,5.54911138279,6.3439822703,5.1047406847,5.35967580734,5.19092130597,6.12743245628,5.05428491253,6.31189470936,6.43094688396,6.72495315575,6.69788831231,7.88790512642,5.77776760083,5.58360659182,5.91226546581,4.47644136733
7.78232761393,7.81360402099,12.1047259308,8.04665684704,8.12855609646,6.81312260957,6.39590533465,9.21948738724,9.00155204551,6.31925021291,8.43191680515,8.00562775592,11.2164842677,8.70084961394,9.25854710942,8.8331852577,8.20112059806,8.84321589657,11.3786390957,7.64980058656,8.81722070476,6.87854280704,8.87187326737,8.99979696357,7.37614233954,7.43294383429,8.34900074246,7.78515799547,6.85163230686,4.90410719217,7.31223501046,5.57925849663,6.9095568315,5.78664760536,8.14407103836,6.40775975257,9.0372401597,9.99196039953,8.64109342217,8.42483130062,8.05531667606,6.82195486604,7.45130940732,7.27821668463,7.05170806578,7.86357778771,7.7145790693,8.50050489552,7.770687298,7.81401387376,9.92779207024,8.93628795849,8.28339273174,5.92545171924,6.35105691628,10.4839896518,7.34921540176,7.57713407739,6.35436284536,6.60074258683,7.05797113782,6.97989947826,6.76161549704,7.52133174653,5.9632166089,5.2076233255,7.08669385615,8.30464846733,6.92212787199,5.43046513903,6.82530458188,7.54449665683,6.63275621212,8.52043688866,8.91955922943,5.67126430394,7.25327270677,9.39098341861,7.34958161797,7.51439943299,6.41953529868,8.67840226396,7.7773598746,5.79243659733,5.75564338324,8.12630968443,6.98009433226,7.26670291501,6.4696126633,6.47042663024,6.71934773373,7.65148675858,7.31249786267,10.4577510292,7.3380124075,9.46206594878,5.56749246499,8.30558731595,4.75988354823,7.53736942747,5.57243886153,7.70437581948,5.92995892112,6.50767409837,5.97263067162,5.93169047028,7.2186300455,4.96071130587,8.876205238,3.64464614397,7.85350680283,6.76372765577,7.53419247055,6.35794084655,6.9005438796,5.86476437581,6.65085454974,7.72536881554,6.36759317544,5.26959079812,7.13544054116,6.84021860405,5.37785315024
9.42068981888,8.13011862106,7.36877258513,7.18257342646,7.87576838268,8.12571033617,7.23292549322,6.27353541788,8.48836808284,9.35774166992,6.25623872194,8.80490642977,6.21226120268,6.85565583147,7.55584948411,7.01165656596,8.18229086698,7.22844201768,10.947181442,8.06030602883,7.85140148823,7.43002536513,7.31696213936,6.88022332595,7.83220707102,6.17660567224,6.68208371767,6.52729047872,6.04694745219,7.64824064079,8.01232921167,9.99432328716,6.41189243483,9.22012985769,7.78225443902,7.67493414887,8.18358254536,7.55504471876,6.94402470507,9.09559153527,6.39147818264,7.76086382927,8.2574365984,9.22205811821,8.19538723236,9.01852722069,9.26589591251,6.4226340273,7.0979022973,8.62817807022,8.97741135067,7.67193782013,6.50079170992,7.39816231696,8.08122518992,8.23350074423,5.6572572307,6.28241067445,8.88981725568,5.43241445888,7.56491067514,8.35059259765,5.57641728387,6.32961941714,7.31097479151,5.72380547412,5.68553670609,7.88101091912,7.76791028819,5.5457962636,6.68310301514,7.46039946527,7.71071189647,9.45122834061,5.43795092348,4.95409099379,5.91435853,5.82711025045,7.17080442693,6.77341827547,8.60391406991,6.8976521893,6.21171930373,5.8067943573,6.00738392159,6.97765431974,6.21119830181,6.21895947835,9.40674992318,7.35138429239,6.13383819194,6.42012157269,7.34003658267,8.95368838424,5.52481309929,6.21452890921,8.56580981083,9.62664322948,5.11347866272,5.81610977666,5.77670902571,6.35921240254,5.87518686678,7.17630705932,8.02196742428,5.21871551036,6.98858069711,8.49901733203,5.37582400052,5.5095732648,7.55349516652,6.65956992823,5.23059934692,6.09010423775,5.23871209476,6.64840457656,6.73291124667,6.90324530769,6.5181904541,5.82623796229,5.98308989373,6.88626791655,7.46219350386
10.7431727921,7.43275671656,6.69282107014,9.09421011195,9.84827531304,7.35796483595,7.32882379475,9.80320355373,7.62054310474,9.15733057802,5.93633406605,9.50023713411,9.68076867597,8.860654089,6.08858189747,7.8174274234,7.04447379065,7.26219254126,8.78226648618,4.74550733617,5.96511449417,10.3679077029,7.08405541976,8.73404661628,8.04305186494,9.18653820813,8.16921132207,7.34857404241,6.81374255092,5.44712657745,8.86485400724,6.84641281491,6.91869210176,8.45430791553,8.08478567135,7.67549997996,7.01962923302,7.16673500325,7.1332657401,8.53386826915,7.89445540925,6.87400740243,8.99794489637,8.11550243187,7.80618550639,6.68103081043,7.65323237499,8.49434750006,7.12810637788,7.6314937049,6.18174375789,5.22628452188,7.33178713683,7.19828112625,6.71611528397,9.63610055424,6.31400833222,6.54452719684,7.59321471982,6.24710075233,7.41587499866,6.68112111789,7.39995473213,8.57736190721,6.24378205323,5.90821116894,5.42427639856,4.86044567351,6.6221809734,7.03472723621,6.7953083917,4.96177918297,7.17432041987,7.61471587876,8.45096437923,5.08324199199,6.46352267292,7.889598082,6.47121199617,6.18782135821,8.22084120259,7.28639707257,8.35458139897,7.09753965164,6.93930216041,8.31265531593,7.20305210345,7.63180945807,5.72682465222,6.60121535754,7.0671824321,8.5982883515,5.22865867636,7.05653208938,5.7024811216,8.25032703673,7.24986171922,5.42356485156,4.87097903911,8.96413052109,7.99023792422,8.26133379179,7.88009755717,5.52690198111,6.34039177583,6.38690144279,4.9678495084,4.86620374513,8.22807961796,6.13517552004,7.40032434332,5.79275922507,10.6575052264,5.86221857558,5.53388974435,6.46394387511,6.6051151892,5.65337154576,4.40343253769,6.20207899802,4.93042182824,6.69918028062,5.34159988035
9.23399552878,7.38044114623,9.67549781809,8.89996613786,6.46655754511,7.19093420089,7.65165410861,7.65452099542,9.7378311808,7.74411893627,5.83723274393,8.53422004368,9.12293576822,6.84541287966,7.90172577947,9.50595882533,5.63394017436,8.36155054373,8.84555707237,8.90004716916,5.7939045622,7.83978765686,9.01017275169,6.13516569896,5.01259854784,12.5845121219,5.58218324896,7.95122667695,9.71069894888,9.33631042714,6.58990881577,5.75719930665,6.99025466334,6.48568935126,5.00901893662,8.08678469563,6.17412100319,6.46099547538,8.1516531453,6.00825185217,9.4813889132,7.13000876504,4.92732948386,6.33389271513,5.89417421584,8.62440967636,8.71093539874,6.4122641277,7.24485000956,6.19966919474,8.29690412066,9.82173562746,8.67320817072,5.81176755498,7.4966912419,6.45123556694,6.83491289554,6.38730228262,8.11220943435,5.53993413198,8.77943956477,6.80770005698,5.90547946573,8.19589748126,6.34413168357,6.49633210406,8.63204065752,7.63842181521,6.90899778248,6.17921532676,6.75565617289,4.3192711078,4.7695055508,5.08290318376,6.53474208969,6.18739207071,6.25020877174,7.36023513283,5.50105882809,7.7635096435,5.21915134564,6.22620864788,6.28079451677,8.19858785866,5.59255216563,5.96645451912,6.04505636767,7.05843923493,7.67875602312,6.33048259782,6.86307859536,4.30170721223,7.19011254878,5.23031520346,4.80687566222,7.2288554243,7.13018876815,6.48363665008,6.30208407349,4.61590826863,5.56577650342,8.36172266706,5.88547626987,5.54535759916,6.90946488079,7.04012131269,5.19993490971,6.66969525057,6.28472211046,7.40515090081,6.41102694256,9.2281787145,7.19570045177,4.11048029086,6.75221162373,5.9861369571,6.60100433054,5.46544978336,6.63689872683,5.88415554595,7.18902157923,6.49552564433,4.36741318207
7.46733128752,7.81628901638,9.67575797715,6.76524464162,7.71311477578,7.51530552566,10.3968176549,9.43557121183,7.28265172157,5.90689736382,7.97163126276,7.53281801022,6.4044179911,6.11242268445,7.62379827268,9.99678528136,9.16416084447,8.12951522539,8.27353511176,7.24153164317,7.92735218417,5.81671081745,8.05089672614,7.17241015208,6.22799938475,10.5012755447,8.13765866271,7.18148649279,6.24887436478,9.00345125392,8.65522792867,7.18437077627,5.28045742942,7.42589417369,5.90799496965,7.51746073442,6.21090811647,8.87410067774,5.20252126872,7.49386275822,7.85120994831,5.43218882683,6.71430129108,9.15391398504,5.66726785468,7.07027700037,6.20356166268,6.93628326109,6.31780399277,8.58731972966,8.9768221841,6.72342781462,6.62170697685,5.78162189876,9.02342012032,7.79184473049,8.68480326218,6.73744485565,6.96076662374,6.69587516058,7.1803406961,7.42189945275,6.46606068568,6.63974430207,6.00220754371,7.14486227131,4.63465279051,5.75054875804,8.50236236562,7.02474144186,6.35377562361,6.73950419931,6.32718735751,7.67603291752,5.89951492354,5.93732237675,7.55484246469,6.36642321549,6.39143452134,6.55089729591,5.16501802946,5.85681545822,9.02468714421,6.17495331492,6.02774117082,7.31611820993,8.04222290043,5.54014861883,8.21074996052,6.86654817934,6.16846322023,8.67537525307,7.79884999863,6.20470525834,5.11820079131,6.71739189535,6.87605223053,5.51480359174,6.02590713299,7.07607527121,6.37077783382,5.14200966023,8.35735569374,5.53798087963,5.99657676142,6.90510863914,4.43956709202,8.00128750829,6.157797077,5.70398034314,6.02216594953,6.31492548632,4.86796624326,6.66581189073,6.40224344806,5.68909176939,6.15883533706,6.35874786922,4.06330860501,7.09504127004,6.52901645717,5.55830647293,5.31976292115
8.61992637141,8.34962066009,7.95728754801,7.78633312046,8.17738404144,8.20647933843,6.65780398912,7.21874579389,7.80425628783,8.9986332009,7.35896666189,6.32759763849,7.7012188268,7.75088655898,6.13222687716,6.65860453556,6.06634815329,7.85000862886,11.279019357,7.86572821188,7.63304380974,7.39069311175,8.15044945039,7.4572463,7.08317259946,6.0651042207,5.99332428629,11.3039950798,7.9617740172,5.84010349099,7.50524530715,8.06195797383,8.93732413467,7.46377428718,8.58594819733,6.32716818165,6.14613552524,7.93789206489,7.10843860417,7.37588365568,8.44094145792,7.82360841661,6.98827148854,8.31000908268,8.22978796691,10.8856246896,6.69461201698,5.82806935636,7.46962581587,7.23688827671,7.3387489727,7.60236948246,7.52786428305,7.65781445048,7.16136358105,7.47431819933,8.07164183092,6.79647489831,6.09222001655,5.90328956521,7.71724271247,6.75187008856,7.45876367295,5.86174198616,5.58852953503,8.57350934283,7.5045728371,5.71931551214,8.4076531809,7.47525592304,6.86231469269,3.89172945067,4.73440499205,7.6921123063,6.3836371078,6.78260173776,7.80782199587,5.92673385405,6.67826563754,6.80230833025,7.71585875049,7.62881456666,8.68097910933,6.28024774983,6.79211130701,5.25987301381,7.81096416109,8.12492402827,8.18792077765,5.95995190194,6.18495009652,5.89885641785,8.3982091843,6.01350071856,8.17388523687,7.18370463906,5.59597936267,8.41628067882,6.5791462797,6.74729977807,5.01384615776,5.61958387841,7.99990983675,6.03271879678,5.20121921238,6.074444151,8.83570459337,7.39286773274,6.07263914266,4.72826142623,8.10477271565,6.72294787738,7.74170767644,6.16110801963,5.68310589946,6.30961889325,6.52854740224,4.39679887788,5.60309158582,5.5315614194,4.97982929061,8.70907071546,6.07461746675
10.59386462,7.74252332328,9.0128162377,6.11022628509,7.21110183494,9.1270809045,13.5822915361,8.90131269824,5.9605118428,9.39727971049,5.31674947208,6.67776997989,8.01588510423,7.35325800543,7.83804511453,8.1992638424,7.73553021257,7.36053993216,8.11480998861,9.21813883322,8.02246585456,6.06549169672,7.59872783419,5.93885288122,6.94347572453,10.1014746586,7.97063202658,6.51273467566,6.57166203419,6.63514506901,5.33846624125,10.7148220264,7.18106266073,8.13193044551,6.87457557155,7.33152427172,7.67206942043,5.88670243034,6.58770001283,6.65975952565,5.34683889711,7.49346810918,6.1081558205,6.56162400633,8.01809669916,5.55739177822,5.25985516569,6.2140630292,5.73827087726,9.26064060998,4.89975862682,5.92648734209,6.73470583546,7.75868251193,7.13440876941,7.01724911387,6.96633884204,6.37293024891,7.44987860557,4.97099931486,6.22092861127,5.28946893754,8.03267998383,10.6781003383,9.27056723928,6.19749695301,7.93894660872,5.67580340872,5.91463598081,6.17137648781,7.95745902411,6.00325730774,6.83108034706,5.99050808463,7.16294472043,6.12895954081,9.77534154048,6.92028922098,7.29660654239,8.37557226033,5.30694576259,6.6328992374,9.84161429431,4.9466808994,6.29479470963,6.19783179902,7.54403854126,6.92200740239,5.58423161427,6.07994202869,6.45747738056,6.87716639428,7.88002347703,4.82138661335,6.39324445154,5.95379907746,5.53309152447,7.18629456456,5.34987600848,6.50740334374,6.83786488435,6.13380744234,6.22683284,6.38746491705,6.45868685115,7.60622189512,8.86341605572,6.08383422616,7.0060336196,6.30699010934,6.83092199126,5.82802992122,5.82172614607,7.75198128002,6.50079043059,5.57235841083,9.18097972353,7.34411192345,9.25213287406,6.43848926658,5.22537628955,6.57629026712,7.53055726272
6.7239580654,5.76570657721,8.98696267317,10.8347067376,5.82373883215,6.66213832619,7.69038799247,6.55868602454,7.65814481475,8.58708416786,6.21067631125,6.26059884093,9.8497619981,6.68747257244,6.98274616574,6.05123577058,7.09561310012,6.58157263696,8.72202442551,6.56742129411,4.54541703079,7.67939439259,7.28430738051,7.13187701061,6.40104032444,8.72330287261,7.29539919105,9.77568667385,6.36913585762,6.87236961487,7.83872953019,7.86325699032,6.64097941606,9.16350688509,6.04415728808,8.3801414101,7.00780303969,5.3400796226,8.09275894951,6.68874295249,7.83764597625,7.11901117896,8.25833057161,9.90998111127,7.97999875781,6.63108527686,7.46024899301,7.49054221804,5.64641224059,8.15328186898,6.49116607435,5.80931239627,5.23391947118,7.10377317979,6.17766893891,6.52937056433,6.02231943075,7.01844731876,5.4922423937,5.1118626161,7.43837708145,6.34039032667,4.94065031699,5.02874137863,5.69796779358,6.5942605706,6.65044401946,7.20675197426,6.84402640858,4.18616928135,5.74649361574,7.85081881639,4.9222536115,6.19624579257,8.00100823365,7.48478719912,6.72084279586,4.8785460968,6.7017390638,4.35539393132,6.79174263951,6.09591382492,8.69901413138,6.53545071855,5.15551048161,6.5799285312,6.05836814904,4.75372487872,6.3063516043,6.80859073166,6.45991647795,7.5290799893,5.18372560543,6.55636570467,7.46628996488,6.39830059216,6.61231771662,4.07417073583,7.22142867668,7.73053371264,7.86903498969,5.71630642406,5.73217003602,7.41781091696,5.91687932829,5.63346138975,5.99631840768,5.98567355555,5.46441834083,8.354800532,6.74862609078,6.63333765376,5.10995966246,5.62240987627,6.26697320257,5.74564091388,5.61578826619,6.57469644687,6.60400288168,7.13364217688,6.91587524948,6.31351463044,6.08707121723
