PSO Gambler,Fool Me Once,EvolvedLookerUp,Nice Average Copier,Limited Retaliate (0.08/15),Limited Retaliate (0.05/20),Meta Winner Long Memory,Meta Winner,Soft Go By Majority: 10,Meta Winner Memory One,Forgiver,Meta Winner Finite Memory,Adapative Pavlov 2011,DoubleCrosser,Meta Majority,Retaliate (0.1),Limited Retaliate (0.1/20),Grudger,Once Bitten,Inverse Punisher,Forgetful Grudger,Meta Majority Memory One,ZD-GTFT-2,Retaliate (0.05),Punisher,Soft Go By Majority: 5,Two Tits For Tat,Soft Go By Majority: 20,Retaliate (0.08),Forgetful Fool Me Once,Meta Majority Long Memory,Forgiving Tit For Tat,Davis,Grofman,Shubik,Omega TFT,Firm But Fair,Hard Tit For 2 Tats,Appeaser,Feld,Tit For Tat,Soft Go By Majority,Hard Tit For Tat,Math Constant Hunter,Meta Majority Finite Memory,Adapative Pavlov 2006,BackStabber,Meta Hunter,Win-Stay Lose-Shift,Eatherley,Tit For 2 Tats,GTFT: 0.33,Soft Go By Majority: 40,Inverse,Soft Joss: 0.9,Grumpy,ZD-GEN-2,Calculator,Random Hunter,Stochastic WSLS,Prober 3,Joss: 0.9,Nydegger,Hard Prober,Prober,Sneaky Tit For Tat,Defector Hunter,ZD-SET-2,Meta Minority,Tullock,Average Copier,Bully,Eventual Cycle Hunter,$e$,Fool Me Forever,ZD-Extort-4,ZD-Extort-2,Alternator Hunter,Cooperator,Tricky Defector,Champion,Random: 0.5,Tricky Cooperator,ALLCorALLD,Defector,Anti Tit For Tat,Cycler CCD,ZD-Extort-2 v2,Alternator,Tester,Hard Go By Majority: 5,Risky QLearner,Meta Mixer,Cycle Hunter,ThueMorseInverse,Arrogant QLearner,$\phi$,$\pi$,Hesitant QLearner,Hard Go By Majority,Prober 2,Cautious QLearner,Cycler CCCD,Cooperator Hunter,AntiCycler,Cycler CCCCCD,Hard Go By Majority: 20,ThueMorse,Hard Go By Majority: 40,Suspicious Tit For Tat,Hard Go By Majority: 10,Aggravater,Opposite Grudger
7.28734560495,8.49135899922,7.31071682889,10.28758812,6.45231178017,7.32091108049,4.59233086308,7.68831100588,6.83971452028,8.28921230507,8.84671196701,7.52089508361,5.60723419789,8.73757833421,6.70914120269,6.44556829021,8.4209900488,8.43133330105,6.44574918117,6.68923196372,6.43244616185,5.68626545658,4.13935259506,5.88715506634,5.21746333035,7.79854335423,8.99754030693,6.88551165701,6.47244036547,6.53235992283,5.90851739156,4.42949771481,7.79841426507,8.44592545599,9.8138663237,7.82943339012,9.46599816731,6.15818812136,8.523783169,6.23065024007,7.15994453685,7.25103139636,5.640670569,7.12559005552,7.48966736445,6.42938499943,6.04104829308,7.44555712662,7.04321328453,8.23078307269,6.23389925222,6.46703085976,8.30569530954,4.78097480255,6.614547758,8.04649930243,5.07310685571,6.77840183569,5.62786427895,7.69674552963,7.09985471807,7.3092966836,5.52767829003,5.75537484088,5.70410009974,6.2510107365,7.2567755401,6.71164121791,5.02909440172,6.34000384127,7.41982479702,4.70643990173,5.53500686574,8.3238721746,7.99462674435,5.08279434071,6.11192279989,8.63139713417,7.00162764286,5.73453372759,9.83010630657,6.72997490895,5.95869432592,5.61063724652,6.26590716628,9.38589839418,6.98737141596,7.00997479141,5.65400866841,8.99007747102,6.03288197299,4.78024830924,6.7663595641,4.89029744399,8.5927842919,7.70446831719,6.38804452383,6.3158856076,4.67264539147,7.59146383155,6.00580973383,6.01629990186,7.39505434507,7.22334188083,5.046366907,4.56741029451,5.35173964831,4.60798947469,5.18641123662,5.3325520927,5.15744801273,5.80306910209,7.48113443283
9.10373635421,8.0093546012,6.56210407224,6.82333269465,7.76962079528,7.42705487737,7.36442717338,8.14827296593,5.60140358206,4.67507527336,8.23867248711,6.46378502848,7.99161261032,8.33190503096,4.95685879024,5.48019612545,8.03035193291,6.63812609288,6.71792172087,10.7904233676,7.12142546225,7.34386454739,5.76726151834,8.47807259406,7.03713528527,9.83073495077,6.13234878297,7.22619019247,7.22077850928,7.77358674792,6.58004893706,6.6360570928,4.47182572775,7.71212002919,7.28978683446,7.40370291385,6.81453384424,6.71692017699,5.92724702325,5.10360653984,6.54323570459,6.07919529332,6.71671346996,5.97536589084,6.62836626992,5.04475828836,7.87600057352,6.88205956083,6.16048423895,5.32251033757,7.10149781257,6.72771277427,5.73854784547,5.7893428255,6.21689597446,7.90356427004,6.33826720872,5.85478770234,7.00451715382,5.87821220901,5.58742105636,5.37625614962,7.33911395455,7.03527046805,5.73157086511,6.39461317446,6.5244382434,6.00702914137,6.12353381584,6.75169333711,5.87207374809,7.79722551133,4.83790728731,5.81583512663,6.67117849795,6.06140128131,6.19456447383,4.28037130179,5.13094200797,5.68315872659,6.5980523664,6.36103679559,5.9855065175,4.4340942665,5.73667134598,4.62257253761,6.51821939766,6.29084747501,7.77691047284,5.97554393442,6.70118886766,4.48093099221,5.44357148701,6.17871945507,4.16448295648,5.20082075974,6.60832536186,6.16853535676,5.79825496329,5.09705377065,5.79088316359,6.39069814468,5.75887964525,6.12283987788,7.24895856618,4.04524651076,4.39702916675,4.89710376867,6.17528860185,5.4706598875,4.77278212096,5.58967591516,5.0140130625
5.41807556095,9.81201645534,6.11981600265,8.07768814491,9.49897174788,7.11711386154,7.06425483905,6.75840870524,8.02399242563,7.4645287508,6.44218891601,7.62096777039,5.93874427558,5.92341388089,8.52017370086,6.13259592748,5.96315565819,6.47778412368,8.17269859413,6.78634068295,6.24161477745,8.03519570205,8.05110693388,6.1584129765,6.32002245892,5.81050048532,7.59812662934,7.85659991093,8.87198016787,6.15036049843,6.89410597298,6.94285200952,7.28050646611,6.12888720622,6.74047065628,6.94374142738,5.90254767521,6.27711551453,6.09431048815,5.51297232361,7.71018257802,6.69727356626,6.73602194892,5.64480979194,6.92326610979,9.04356891029,5.79378210789,8.42916210449,10.449767451,7.00531719202,7.77345137631,5.53940049301,6.19894321908,6.5866707379,7.06576303785,4.57827813741,5.15950213344,7.09925164544,4.67858487186,6.01395186024,6.40889950423,5.91369815319,7.17547520303,6.18779048808,7.60696803386,6.72132272631,6.90253118284,5.59553906585,6.96135989926,5.40175049115,5.50694099163,6.81467115185,4.4305974557,5.8897239912,6.19443849752,5.17913141193,6.0065529025,6.768371143,4.99394982282,7.65521219608,8.49746433544,4.75673375015,6.96645630218,6.40939135567,5.06135526388,4.92568371866,3.64232508414,5.41355991712,6.02961743956,5.80556912489,7.88003819773,6.028128692,7.77376907291,6.04503172117,6.33309964381,6.29449170463,8.07955950913,6.33150785786,6.05658172068,7.19131001682,6.56393677189,5.83996863002,7.69000507898,6.01321515234,7.89094985141,4.62756027281,5.83660542233,6.23884552957,4.96822796292,4.38837259052,5.57403667321,5.58604694076,5.55280715352
5.06654240879,9.37413960949,10.2447789414,8.18506662101,9.47890830885,6.09701189569,6.78043574981,6.15796161912,8.77005954286,9.34789697967,7.74922993991,7.30493501909,7.20358623485,7.26831405788,7.80261271685,8.95814578711,8.29719090966,7.21143142869,7.50692645088,5.79517054737,6.79086469699,5.69963212813,7.74190734386,7.24414217271,4.94099939531,8.31076202312,6.26402605341,7.96709755531,8.12085309634,6.62740761989,5.26240809279,6.93876905264,6.68927231923,5.98881197183,7.0450540658,9.89738597622,4.87876924298,6.88361452978,7.1105454789,6.52887285427,8.54074079058,8.43378750853,6.12080749678,6.55162816922,5.91919661467,9.15240807535,6.59203855635,6.48424130935,5.96653704155,5.2783033976,7.24504897409,6.6737156639,6.71893063808,8.16415240931,7.80505858386,8.91794572381,7.05992127379,5.3579102825,5.84956792639,7.29946795099,8.71304330294,5.90059745706,4.8480462761,6.15403359765,5.82422243312,7.30017327478,5.60714271316,6.67168714485,5.22777611579,5.62077854178,9.01069327821,7.23831524416,5.09050233127,5.54433479191,6.0188732199,4.31376130032,5.77886478104,5.77404875765,5.91379010438,7.4547913198,5.76138153962,6.55542066009,5.49755312019,5.54290215668,6.7610169551,5.72920726984,4.78734134706,5.02242334675,6.05609543408,6.20860502205,4.90533140176,6.45554644658,8.41038986729,7.19764203294,6.9273683941,6.42949531221,5.81297083941,6.0769159463,6.36498093023,6.85966614585,6.08692120156,8.15986432426,6.34579330354,5.30586724492,5.99708245316,7.3084695006,6.43275728257,4.55874040086,6.09516642611,6.2868939485,6.96565805162,4.96092537445,6.06608510951
8.90748228577,8.16486839779,6.61961924708,7.14736750558,7.91853279258,5.26352779226,5.72996081427,6.85764517016,7.43103856133,7.4326525572,8.02864243638,4.87833745061,7.5661440663,6.75636041898,7.08672128566,6.07811364773,5.62274954061,6.08760093545,6.84893289484,5.97703060427,7.04271448978,7.03663884944,8.54936145023,6.79547633556,6.39602028821,6.32600442255,5.40151680107,6.41225592534,6.67936769237,7.87073790725,6.8174385422,7.88325475912,4.93663280518,5.6221942341,7.64304020301,6.80997692627,6.8813159439,6.57441743334,6.15014223209,5.88841339837,7.80872334506,8.50942799784,7.17572737967,7.83667571735,6.75062140724,6.29076168195,7.9190041351,5.7093640024,5.85132233538,7.20439245431,6.68505478602,5.72782262902,6.64667893296,7.65947047372,6.56898458101,8.95024123076,7.98927134598,4.83925141666,5.24866037875,7.52579214841,6.79382057404,6.94879576035,7.38339790534,6.98107959959,5.542660418,8.4211635042,6.59668662798,5.38056255368,6.59622775215,6.82456525724,5.44308892078,7.02508763253,5.30449763195,4.64357704275,7.8728616107,7.1061544574,5.40377884147,7.2255287647,4.88695371116,6.97083994782,7.11725820877,10.0771483917,5.51065840712,7.38868169311,7.23175294487,5.08685967511,7.75530097106,5.15389655779,4.92868942298,6.13576318893,5.61047411852,6.56059464677,6.51142439348,6.0457108884,6.45803364667,7.74938609257,4.9583434716,5.8852240944,5.66878666116,6.3301526228,4.31614994435,5.83198765961,5.47665390818,6.18573344896,6.87954851782,4.66348305618,7.25864143578,5.90783411357,5.58538232225,6.87395809366,6.33286361531,5.26798552134,5.1480655124
5.95551156972,9.53499724271,8.20994535037,7.51522612187,7.96784332867,8.90395048387,7.46152735023,6.21812317572,7.61692632877,8.34145489528,9.17256901251,8.93773676298,7.66178549125,6.57366268693,8.26983595953,6.58369056239,9.05071205687,8.49197659493,6.32138903747,8.76216075021,7.56444639496,8.38757283587,9.14023297103,5.8151848086,6.48071936619,5.7896375562,7.77077889551,7.34683807692,6.90804831434,5.58692347054,7.52041722327,7.36757777771,6.76703668924,6.58024099183,5.48983665286,9.06803716139,9.41240829538,8.33426092294,5.54579407141,7.3627949471,6.57102243111,8.89764921121,6.77641473988,5.98184151815,6.77019369836,5.48937719557,6.74334659585,7.19017507683,6.35201980873,6.07830570928,6.68470897088,6.64167141523,7.49511032884,6.88007185697,6.25956446798,5.10205671063,6.96116885709,5.97259795363,5.4518782625,7.03927562334,8.2149137993,7.10237682994,7.1425123696,9.10703775096,5.50597026321,7.29565144395,9.33008079412,8.59912841123,6.30839774696,6.14461996533,11.1202585954,5.75307005226,5.75270255617,8.54756401095,4.52891001889,4.96464832446,6.60424325177,5.32437267077,7.15838599186,4.74517819094,4.90392382706,5.78122771534,5.46384727748,6.87065329164,4.60024582737,5.66251131813,6.09845169432,6.70488444411,5.88134606357,6.98186495401,6.26420614161,5.34281326874,5.81155655753,6.68730666939,4.81069785571,6.46026177658,4.9470309515,3.94067470622,5.26354601595,5.31183733145,6.05855171689,5.88025885508,4.45035092228,3.50940091499,5.02611451811,5.37821828968,5.71061398318,4.96133139327,6.33136042771,5.98558697545,5.7072354743,4.54123942097,6.63544082844
6.23925140688,7.69525200382,8.55511918617,5.83523526675,4.67158165718,5.43888922631,7.76835565019,8.67038307997,6.84785353435,8.74289668395,9.24910924694,7.63736117872,7.95605077698,6.7397012858,7.14837686424,5.34152622855,5.35343440005,8.3920374727,6.73681594774,5.53069859364,7.98581523961,6.07384576428,5.92748293404,6.2007061102,6.69673194296,5.88914067717,5.91470654765,5.6202290789,7.14559346098,6.25432357347,5.45390870251,6.32051972517,6.28922468111,7.63969461397,5.8981156253,7.06051421343,8.58117611305,6.87552373787,6.23159460906,4.88401272285,7.20678792687,6.20189533779,6.89970831908,7.76205534988,7.5023712463,8.18707425139,5.97152391892,6.10804824788,8.27748968518,5.56683837934,8.03373346635,6.25026846979,7.33053628746,5.15188820248,6.59866602306,6.35324708921,5.52297059503,7.35886351209,9.17183011284,7.62136065548,5.87287667075,6.79210896949,5.70229353787,7.93081403544,7.09995650821,6.25500905947,5.11051204164,7.69105122164,6.85237727855,5.19864481803,6.33522127693,7.6777919593,7.13126727199,6.67530707354,3.7925929075,5.18586595196,5.3379668314,6.25277905918,8.49061591948,7.31558653254,6.26208084386,6.99994488387,8.3371393532,5.62288105512,7.89361894085,5.78081374262,4.53654095507,6.23035708297,6.05309226953,5.0053727331,7.42010585184,5.16230628092,6.05555603366,5.47330573057,5.5224001202,6.00313128209,4.80488855256,4.7219356733,6.32142738931,5.00883714096,6.34422018993,5.76516764327,6.13195923492,5.373641812,4.00126661809,4.87269140868,5.75267174947,5.87153130169,5.31367879979,7.30750522567,5.09204266254,5.45538527981,4.27709249266
5.83588114579,9.14937330271,8.09274441054,8.17953493485,6.09860141436,6.29644806003,5.90588796031,8.17787888607,5.43901665303,7.77957554833,7.84016022025,7.47325438079,7.05306197137,6.07538962598,9.37392850411,7.67048021186,7.17498170708,5.53502021007,6.61012186979,5.99899485291,7.48721274692,5.54687326996,6.64328295242,7.08107907474,6.75561648344,7.39784905759,6.95824691213,6.07376755674,5.64285839168,8.90501327404,6.01980538248,7.21035565848,5.79037505799,5.9911957537,5.41133348664,6.25235834021,6.04063568544,6.56814390679,6.73015983491,8.51940192255,6.03888637309,7.72600916458,6.41542400585,7.93990035386,7.47646273679,5.3757243787,6.5732908014,7.08924319726,6.57263346899,6.53766411935,8.93265984204,5.69834862883,6.64891628884,5.77556923905,8.67529901208,6.70157229399,10.2425128991,5.54483374745,9.47334492026,7.51846882995,6.65506994639,7.37697785889,7.20213737578,6.7146462899,6.13282332295,9.68299235793,5.89833524902,5.82238902027,7.41240508168,8.22860393102,10.1907890119,5.06776563867,8.4703932191,8.05292276994,4.03499602945,7.96886288926,4.79758558191,6.11405248497,9.70670228398,7.11957602717,5.33546515638,5.3338641852,7.29094659532,9.0793187277,5.35414015133,5.2854159866,6.17202228141,6.27552366049,5.21229315265,6.39762959945,7.28169238797,7.11244772175,4.58475418501,5.37819636097,7.8394739554,6.95030935356,6.84944687096,9.13658162368,6.18385720246,5.97843678858,7.14172957484,8.81940128454,8.73148795213,6.70015627521,5.08448891524,7.38238986195,6.05439858035,6.16435124622,6.37065121828,5.91891227133,5.99105376565,5.52484519756,6.25471349158
5.90704279381,9.32462542732,9.63232294795,4.66921985393,6.65139304484,5.62369546186,4.98946397826,7.46945618181,5.74135802226,6.6579315498,6.6689942402,8.55426644931,7.03433301893,4.57656816699,10.2267542357,9.74176452648,7.79314513292,8.97553851655,8.12788419101,8.77309514286,6.36853522791,6.14854989954,7.03277191097,5.81314520633,7.67037765278,6.53742024549,7.7214748592,7.15781462022,9.34337516452,8.0992486065,6.83530971064,7.16722073146,7.06066797657,9.02453789802,6.59472385544,7.50484430901,6.48005207639,7.52404101559,6.73081150726,6.55253400166,6.58855106234,5.76130986738,6.88722720631,9.04762843892,5.83628194312,6.59842885158,5.00580954866,5.95184295678,4.9735808914,8.03309020253,7.51101050168,6.94033996951,4.54079660873,6.34812323763,4.93297595145,6.43939766862,6.72712505274,7.74459601571,5.14608460141,6.94813539506,8.41730924403,9.07412878523,5.35095021482,5.99729436651,7.32727291414,7.22538599435,5.50646494599,6.44565318796,9.89305252726,6.33355087471,5.37386477435,3.60888772353,6.12342453668,5.55070205316,4.86227917527,7.57152600274,5.40532074295,6.59080867361,7.99512190849,4.96625955965,5.68325084719,8.03159821581,8.32211988034,6.05251906716,7.52372962221,5.2092165762,5.66301411976,6.2525862342,9.46995425842,4.77600563811,5.62396321874,6.42409025333,10.5173084538,7.03334225593,7.24571374511,4.3798910521,5.04006400272,5.00712727509,3.65551436276,5.84251202109,7.19694965293,5.96997034714,8.37592252469,5.55692162343,5.3327377349,5.50550199273,5.89300446508,6.7434403064,7.30416128331,6.56361743528,6.18908488072,5.89288013034,4.55187647896
5.80451351869,7.07443824362,7.81779729124,7.9653458257,5.74463902251,6.30714207529,6.6622814585,9.41823986984,6.26432575317,6.69619503521,4.94050163452,8.79155371229,4.40686683402,6.65634808702,5.40226562472,7.18016192668,5.90736847255,7.03069286927,7.4150852052,6.72891573228,7.77085432415,7.70218153264,6.12033290885,8.86380396702,5.91579334555,6.41161945727,6.04289024707,5.45615743415,7.366497068,10.3017264711,5.14081485346,5.46706370209,6.22139415639,6.94996350959,7.66073349989,8.00325982794,8.96996717962,7.75012894731,7.34800554289,4.66248719476,5.38759477809,6.87023406532,5.09606429408,7.54937330703,4.88338576863,6.12567352074,4.72068175573,8.46896469548,5.95340332419,5.02865270319,7.08433020649,8.90928135815,6.67957807586,4.46870785364,6.68853386185,6.71229061403,5.3092743498,6.05991791563,4.48511934607,5.05911265019,8.92986670627,5.30671286231,4.95468875457,6.9562705484,5.71967411562,6.60989522894,7.07442403204,6.39878082072,7.48964916644,7.09814585194,7.61855929298,5.90635114275,5.73221463177,5.10487326068,5.89356421366,6.45399166427,4.79152417208,5.41764526202,6.73584434434,5.55759505085,7.26930687541,7.29935911306,5.29427028323,6.79089634064,4.68048628417,5.34775755923,7.73665784609,5.87365032516,5.78416475938,4.17168867622,3.8308912632,5.35030418157,8.39676997273,5.87477139987,5.2113211763,5.37803619433,3.80265279344,5.65757517451,4.71583283137,5.67882561481,5.04234466064,4.75578244333,5.08543752278,4.40319148625,4.75526148809,5.9820376039,8.53266588721,5.19277061644,4.29727082036,5.49305827234,4.57315112384,7.9588045001,4.48340313872
