Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
63,Fool Me Once,2.62632917293,0.8050622009569378,17.0,1.0,0.7405022949118584,0.10920882509451534,0.0636621858014778,0.08662669419214859,1.0,0.652596185557,0,0
64,Pun1,2.62613490129,0.6397210923881465,90.0,0.0,0.2591641308056364,0.244738005601936,0.338099588109477,0.15799827548295056,1.0,0.36770148064,1.0,1.0
65,EvolvedLookerUp2_2_2,2.62393380334,0.7837671232876713,15.0,1.0,0.7372650411968007,0.12819124473408394,0.0688710811579983,0.06567263291111693,0.939145858909,0.58675879193,0.672136819098,0.780688847135
66,Meta Minority: 168 players,2.62205944779,0.4896650459211237,93.0,0.0,0.09218776385519754,0.29045660846902366,0.4315862346904291,0.1857693929853495,0.172399860808,1.0,0.00213675213675,0.98757116415
67,"Feld: 1.0, 0.5, 200",2.62093054325,0.7882097457627119,16.0,1.0,0.7275605816887852,0.11429562817012699,0.06926079815839498,0.08888299198269271,0.987470145673,0,0.97757565669,0
68,Meta Majority Long Memory: 91 players,2.61993515103,0.8238438287153652,2.0,1.0,0.73939669144706,0.11476460333184549,0.0641468431989916,0.08169186202210293,0.999649388846,0.180239234004,0.98320021158,0.0535924823285
69,PSO Gambler 2_2_2 Noise 05,2.61954520891,0.7999305555555556,25.0,1.0,0.7230912370427682,0.13248459752351546,0.07678316244146757,0.06764100299224877,0.910513239112,0.602601662816,0.650055337257,0.442900104375
70,Contrite Tit For Tat,2.61917573325,0.8111361310133061,0.0,1.0,0.7454375091244064,0.11306819201328018,0.06105290803833815,0.08044139082397524,1.0,0,1.0,0
71,Meta Majority Finite Memory: 77 players,2.61784759595,0.793539260969977,7.0,1.0,0.7236887084500258,0.11874710435069542,0.07190906759858631,0.0856551196006927,0.999934751403,0.134618636029,0.906107170208,0
72,Thumper,2.61768398097,0.7535133819951338,19.0,1.0,0.7212118866073037,0.0871839916183465,0.06540098361818375,0.126203138156166,1.0,0,0.6363610779,0
73,Ripoff,2.61412486551,0.5253055286129971,66.0,0.0,0.28662489812589087,0.1796532042110296,0.30454395319084865,0.22917794447223078,0.876202793139,0.647864505459,1.0,0.597225669183
