Mind Bender,Mind Controller,Darwin,Geller Cooperator,Geller Defector,Geller,Mind Reader,Mind Warper,Mirror Mind Reader,Protected Mind Reader
4.11111111111,3.50757575758,3.0,2.78282828283,2.7264957265,2.48985042735,2.33333333333,2.44444444444,2.22222222222,1.55555555556
4.11111111111,3.55555555556,3.0,3.0,3.0,3.0,2.77777777778,2.44444444444,2.0,1.66666666667
